shot_idx,shot_id,variable,n_dim_shot,mean,variance
0,21719,magnetics-flux_loop_flux,40560,-0.3376414811030697,0.1440439488793691
0,21719,magnetics-b_field_pol_probe_ccbv_field,108160,0.12495379177334807,0.02175139858574894
0,21719,magnetics-b_field_pol_probe_obr_field,48672,-0.009926375642045166,0.007140843484474187
0,21719,magnetics-b_field_pol_probe_obv_field,48672,-0.028868079635601573,0.000960709333317165
0,21719,magnetics-b_field_tor_probe_saddle_voltage,324480,-0.04452709365623252,0.02195263421495454
0,21719,magnetics-b_field_tor_probe_cc_field,405504,2.2864559867883628e-08,7.643628090262987e-12
0,21719,magnetics-b_field_pol_probe_omv_voltage,405504,0.35294771593058044,491.3671816491632
0,21719,pf_active-coil_voltage,8656,-50.46554169344222,267833.82304667664
0,21719,pf_active-coil_current,21640,495.28032253656704,19647795.628439512
0,21719,pf_active-solenoid_current,2164,-7250.846608119619,203224384.37354058
0,21719,pulse_schedule-i_plasma,2164,532278.212482671,48367067902.2142
0,21719,pulse_schedule-n_e_line,2164,8.220285055089718e+19,1.1850523115173628e+39
0,21719,interferometer-n_e_line,2164,8.964017261445127e+19,2.8665163219265016e+39
0,21719,summary-power_nbi,2164,90.55426257811556,65523.38176667314
0,21719,summary-ip,2164,400966.4186440475,75677341977.65637
0,21719,gas_injection-total_injected,2164,2.851036037768247e+21,5.167846643953239e+42
0,21719,equilibrium-psi,460525,-0.031290532889428936,0.0023537079012423425
0,21719,equilibrium-elongation,109,1.848280790646871,0.04276898152702111
0,21719,equilibrium-elongation_axis,109,1.3999047247568766,0.04986222606584911
0,21719,equilibrium-triangularity_upper,109,0.3760550183057785,0.004607233669030836
0,21719,equilibrium-triangularity_lower,109,0.3760893154144287,0.005198730080927408
0,21719,equilibrium-lcfs_r,18530,0.7544320863584643,0.1431076814648369
0,21719,equilibrium-lcfs_z,18530,0.0036617100145164214,0.45409103706632165
0,21719,equilibrium-x_point_r,218,0.581808737216105,0.00022136518857084506
0,21719,equilibrium-x_point_z,218,-0.025054730076826254,1.1939295082215313
0,21719,equilibrium-minor_radius,109,0.5581623113155365,0.001630255874341182
0,21719,equilibrium-magnetic_axis_r,109,0.8632657814025879,0.0037041645098983963
0,21719,equilibrium-magnetic_axis_z,109,0.0051694814410681526,3.203373427534846e-05
0,21719,equilibrium-q95,109,7.489057273864746,3.9754675273518556
0,21719,equilibrium-beta_tor,109,1.0708408720294635,0.4148985979842299
0,21719,equilibrium-beta_pol,109,0.11856801750759284,0.018020167145288958
0,21719,equilibrium-beta_normal,109,0.5095252058903377,0.15724083410016168
0,21719,equilibrium-bvac_rmag,109,-0.474535223642985,0.0015849442019881502
0,21719,equilibrium-bphi_rmag,109,-0.554287748336792,0.0010699136258654639
0,21719,spectrometer_visible-filter_spectrometer_dalpha_voltage,81120,0.47280904710375504,0.21833933779557094
0,21719,soft_x_rays-horizontal_cam_lower,486720,0.0007003178092875438,2.339461025289416e-06
0,21719,soft_x_rays-horizontal_cam_upper,486720,0.0005430107233127028,1.7682613533869545e-06
0,21719,thomson_scattering-t_e,13080,262.3226792488926,52851.45513389136
0,21719,thomson_scattering-n_e,13080,1.98225777917179e+19,1.7390681678872645e+38
1,29562,magnetics-flux_loop_flux,54945,-0.33337113087946735,0.14941095349737268
1,29562,magnetics-b_field_pol_probe_ccbv_field,146520,0.08515521144582386,0.018834533537432915
1,29562,magnetics-b_field_pol_probe_obr_field,65934,0.0034990410160450356,0.003022842236272656
1,29562,magnetics-b_field_pol_probe_obv_field,65934,-0.0147076577432036,0.0007728877104382565
1,29562,magnetics-b_field_tor_probe_saddle_voltage,439560,1.9394837129014206,3.0694228519035573
1,29562,magnetics-b_field_tor_probe_cc_field,549120,1.2192472638768268e-07,2.1126168046906307e-10
1,29562,magnetics-b_field_pol_probe_omv_voltage,549120,1.0491741039984799,15716.983132340309
1,29562,pf_active-coil_voltage,11724,-56.93791930854234,240826.82255278307
1,29562,pf_active-coil_current,29310,-588.3903784800585,16420458.181568453
1,29562,pf_active-solenoid_current,2931,-6511.953888287604,184946207.69331336
1,29562,pulse_schedule-i_plasma,2931,474020.6307227905,48640982388.78226
1,29562,pulse_schedule-n_e_line,2931,7.915438314748061e+19,1.3900370110001736e+39
1,29562,interferometer-n_e_line,2931,9.879325110711453e+19,4.034858786117333e+39
1,29562,summary-power_nbi,2931,715711.6301754256,342962592853.50574
1,29562,summary-ip,2931,397173.5611590747,79245234420.08322
1,29562,gas_injection-total_injected,2931,3.2300761669305196e+21,4.912738551165828e+42
1,29562,equilibrium-psi,621075,-0.033853532527751265,0.0027400379954098542
1,29562,equilibrium-elongation,147,1.5296594142913817,0.007761062887100819
1,29562,equilibrium-elongation_axis,147,1.2862947547435761,0.0032678523748886214
1,29562,equilibrium-triangularity_upper,147,0.2099830313026905,0.0018620465442811252
1,29562,equilibrium-triangularity_lower,147,0.39603074207901956,0.009315082509130811
1,29562,equilibrium-lcfs_r,24990,0.7803076458004576,0.13709646079486817
1,29562,equilibrium-lcfs_z,24990,-0.23505850808538586,0.3272946763623115
1,29562,equilibrium-x_point_r,294,0.5024928480789468,0.01405851535759375
1,29562,equilibrium-x_point_z,294,-0.22250637331524412,1.1499329051339433
1,29562,equilibrium-minor_radius,147,0.5322463312745094,0.0020255203097899977
1,29562,equilibrium-magnetic_axis_r,147,0.8872487360239029,0.008770933987826815
1,29562,equilibrium-magnetic_axis_z,147,-0.17915889528056142,0.004117786759315686
1,29562,equilibrium-q95,147,4.729100623130798,2.375789674442333
1,29562,equilibrium-beta_tor,147,4.27499363809824,8.980717787861524
1,29562,equilibrium-beta_pol,147,0.2549281580746174,0.5404082284004069
1,29562,equilibrium-beta_normal,147,1.683101746737957,5.293120799246693
1,29562,equilibrium-bvac_rmag,147,-0.4646417194604874,0.003078564403165184
1,29562,equilibrium-bphi_rmag,147,-0.57017025411129,0.012526429193856185
1,29562,spectrometer_visible-filter_spectrometer_dalpha_voltage,109890,0.18942771969138514,0.08655568614977337
1,29562,soft_x_rays-horizontal_cam_lower,,,
1,29562,soft_x_rays-horizontal_cam_upper,,,
1,29562,thomson_scattering-t_e,17640,362.27787438239915,94806.36628187669
1,29562,thomson_scattering-n_e,17640,2.2254591787467813e+19,2.4870479295565485e+38
